signerName,signerId,reqId,transactionType,sentAt,quorumAt,latency,ackNodes,nackNodes,replyNodes
Client5,2gaXnji1k7e3pHhCdVTtKv3TcHfxJiU1v3WaNqYVgC5u,1478190884001506,ATTRIB,1478190884.0021567,1478190886.9225652,2.9204084873199463,"Node3C,Node7C,Node2C,Node1C,Node5C,Node6C,Node4C",,"Node7C,Node2C,Node1C,Node5C,Node4C,Node3C,Node6C"
Client9,841g6bVy9cDfCBMX1VJiFLBLQNPnFpjvQ97Bx4HUErsT,1478190884475411,ATTRIB,1478190884.476074,1478190887.3319378,2.8558638095855713,"Node2C,Node5C,Node6C,Node7C,Node1C,Node3C,Node4C",,"Node2C,Node5C,Node6C,Node7C,Node1C,Node3C,Node4C"
Client7,CtK1fBYzZ6S6XMJhq7Uxf9Qj9AD9qUTUkReGxpZfKFW7,1478190884421396,ATTRIB,1478190884.4222286,1478190887.6874027,3.265174150466919,"Node1C,Node4C,Node2C,Node5C,Node3C,Node6C,Node7C",,"Node6C,Node7C,Node4C,Node5C,Node2C,Node3C"
Client1,4SKVLyRVzCJyGidzGsWuTQzR2qzcXumcHcVFqqhRLdEt,1478190884281252,ATTRIB,1478190884.28199,1478190887.798748,3.5167579650878906,"Node4C,Node3C,Node5C,Node6C,Node1C,Node2C,Node7C",,"Node4C,Node6C,Node1C,Node3C,Node2C,Node7C,Node5C"
Client3,8B5QxS2eyKdbFJZCpGZRDs46V5QZrbTaJLQCAq48mCAC,1478190884627175,ATTRIB,1478190884.6278358,1478190888.1965864,3.5687506198883057,"Node7C,Node2C,Node6C,Node3C,Node1C,Node5C,Node4C",,"Node7C,Node2C,Node6C,Node3C,Node1C,Node5C,Node4C"
Client2,C2YBq1zmm8frh1kTj4iqLmc8hD6A9XgAwYQTQd2Tyxig,1478190884560232,ATTRIB,1478190884.5610192,1478190888.1999393,3.6389200687408447,"Node3C,Node1C,Node6C,Node4C,Node7C,Node5C,Node2C",,"Node3C,Node1C,Node6C,Node2C,Node5C,Node7C,Node4C"
Client10,7VGuVrjr4GA3WpTwSYpNpCfUA7TwDbKCKRuvvTGMpG7x,1478190884680783,ATTRIB,1478190884.6814253,1478190888.4063692,3.7249438762664795,"Node1C,Node3C,Node5C,Node4C,Node6C,Node7C,Node2C",,"Node7C,Node3C,Node6C"
Client6,Fyy1MPquqDrLc4LPdv2F3UHJEyFddkvdz67TLtHTqXL2,1478190884956484,ATTRIB,1478190884.957091,1478190888.4593904,3.5022993087768555,"Node6C,Node3C,Node1C,Node5C,Node2C,Node7C,Node4C",,"Node3C,Node1C,Node7C,Node2C,Node5C,Node6C,Node4C"
Client5,2gaXnji1k7e3pHhCdVTtKv3TcHfxJiU1v3WaNqYVgC5u,1478190886923848,ATTRIB,1478190886.9244509,1478190889.8870256,2.9625747203826904,"Node3C,Node7C,Node2C,Node1C,Node5C,Node6C,Node4C",,"Node3C,Node7C,Node2C,Node1C,Node5C,Node6C,Node4C"
Client9,841g6bVy9cDfCBMX1VJiFLBLQNPnFpjvQ97Bx4HUErsT,1478190887332829,ATTRIB,1478190887.3332353,1478190889.9977875,2.6645522117614746,"Node2C,Node5C,Node6C,Node7C,Node1C,Node3C,Node4C",,"Node7C,Node2C,Node6C"
Client7,CtK1fBYzZ6S6XMJhq7Uxf9Qj9AD9qUTUkReGxpZfKFW7,1478190887688340,ATTRIB,1478190887.6887474,1478190890.5695322,2.880784749984741,"Node1C,Node4C,Node2C,Node5C,Node3C,Node6C,Node7C",,"Node6C,Node1C,Node7C,Node2C,Node4C,Node5C,Node3C"
Client1,4SKVLyRVzCJyGidzGsWuTQzR2qzcXumcHcVFqqhRLdEt,1478190887799998,ATTRIB,1478190887.8004498,1478190890.62106,2.8206100463867188,"Node4C,Node3C,Node5C,Node6C,Node1C,Node2C,Node7C",,"Node6C,Node1C,Node3C,Node2C,Node7C,Node5C"
Client3,8B5QxS2eyKdbFJZCpGZRDs46V5QZrbTaJLQCAq48mCAC,1478190888197328,ATTRIB,1478190888.1976957,1478190890.983155,2.785459280014038,"Node7C,Node2C,Node6C,Node3C,Node1C,Node5C,Node4C",,"Node7C,Node2C,Node6C,Node3C,Node1C,Node5C,Node4C"
Client2,C2YBq1zmm8frh1kTj4iqLmc8hD6A9XgAwYQTQd2Tyxig,1478190888200656,ATTRIB,1478190888.201014,1478190890.9860141,2.7850000858306885,"Node3C,Node1C,Node6C,Node4C,Node7C,Node5C,Node2C",,"Node5C,Node1C,Node6C,Node7C,Node3C,Node2C,Node4C"
Client6,Fyy1MPquqDrLc4LPdv2F3UHJEyFddkvdz67TLtHTqXL2,1478190888460267,ATTRIB,1478190888.4606965,1478190891.1937175,2.7330210208892822,"Node6C,Node3C,Node1C,Node5C,Node2C,Node7C,Node4C",,"Node3C,Node1C,Node7C,Node2C,Node5C,Node6C,Node4C"
Client10,7VGuVrjr4GA3WpTwSYpNpCfUA7TwDbKCKRuvvTGMpG7x,1478190888407296,ATTRIB,1478190888.4077017,1478190891.2186296,2.8109278678894043,"Node1C,Node3C,Node5C,Node4C,Node6C,Node7C,Node2C",,"Node1C,Node4C,Node6C,Node7C,Node3C,Node5C,Node2C"
