signerName,signerId,reqId,transactionType,sentAt,quorumAt,latency,ackNodes,nackNodes,replyNodes
Client5,2gaXnji1k7e3pHhCdVTtKv3TcHfxJiU1v3WaNqYVgC5u,1478190979886980,ATTRIB,1478190979.887702,1478190983.1549485,3.2672464847564697,"Node3C,Node5C,Node7C,Node2C,Node1C,Node4C,Node6C",,"Node3C,Node5C,Node1C,Node7C,Node4C,Node6C,Node2C"
Client10,7VGuVrjr4GA3WpTwSYpNpCfUA7TwDbKCKRuvvTGMpG7x,1478190980310984,ATTRIB,1478190980.3116848,1478190983.5343072,3.2226223945617676,"Node2C,Node7C,Node6C,Node4C,Node3C,Node5C,Node1C",,"Node2C,Node3C,Node7C,Node5C,Node4C,Node6C,Node1C"
Client4,Br9aFUaJZ7AtoUhC1gumGYa7fyzFrhdqUZbFoZs2yjkP,1478190980214487,ATTRIB,1478190980.2150798,1478190983.6078293,3.392749547958374,"Node3C,Node5C,Node7C,Node6C,Node2C,Node4C,Node1C",,"Node3C,Node6C,Node5C,Node7C,Node2C"
Client9,841g6bVy9cDfCBMX1VJiFLBLQNPnFpjvQ97Bx4HUErsT,1478190980483432,ATTRIB,1478190980.4843144,1478190983.6135976,3.1292831897735596,"Node2C,Node1C,Node7C,Node6C,Node3C,Node5C,Node4C",,"Node2C,Node6C,Node7C,Node5C,Node3C"
Client7,CtK1fBYzZ6S6XMJhq7Uxf9Qj9AD9qUTUkReGxpZfKFW7,1478190980689547,ATTRIB,1478190980.6902072,1478190984.199476,3.5092687606811523,"Node6C,Node1C,Node2C,Node4C,Node7C,Node5C,Node3C",,"Node2C,Node1C,Node3C,Node5C,Node7C,Node6C"
Client8,5XrXYheVC2mnkgCg8exYnQ3Tju1eLTfq9wv6LJxPoRGj,1478190980613288,ATTRIB,1478190980.6142976,1478190984.2039878,3.5896902084350586,"Node5C,Node4C,Node1C,Node3C,Node6C,Node2C,Node7C",,"Node2C,Node7C,Node5C,Node3C,Node1C,Node6C"
Client6,Fyy1MPquqDrLc4LPdv2F3UHJEyFddkvdz67TLtHTqXL2,1478190980264995,ATTRIB,1478190980.2658675,1478190984.2230248,3.9571573734283447,"Node5C,Node6C,Node4C,Node7C,Node2C,Node3C,Node1C",,"Node6C,Node5C,Node7C,Node2C,Node3C,Node1C"
Client3,8B5QxS2eyKdbFJZCpGZRDs46V5QZrbTaJLQCAq48mCAC,1478190980296104,ATTRIB,1478190980.296722,1478190984.2230482,3.926326274871826,"Node2C,Node5C,Node1C,Node4C,Node7C,Node3C,Node6C",,"Node2C,Node5C,Node7C,Node1C,Node6C,Node3C"
Client5,2gaXnji1k7e3pHhCdVTtKv3TcHfxJiU1v3WaNqYVgC5u,1478190983156135,ATTRIB,1478190983.1565266,1478190985.9549613,2.7984347343444824,"Node3C,Node5C,Node7C,Node2C,Node1C,Node4C,Node6C",,"Node3C,Node5C,Node1C,Node7C,Node4C,Node6C,Node2C"
Client9,841g6bVy9cDfCBMX1VJiFLBLQNPnFpjvQ97Bx4HUErsT,1478190983614581,ATTRIB,1478190983.6154358,1478190986.1368728,2.521436929702759,"Node2C,Node1C,Node7C,Node6C,Node3C,Node5C,Node4C",,"Node2C,Node6C,Node7C,Node3C"
Client10,7VGuVrjr4GA3WpTwSYpNpCfUA7TwDbKCKRuvvTGMpG7x,1478190983534945,ATTRIB,1478190983.5352736,1478190986.1677582,2.6324846744537354,"Node2C,Node7C,Node6C,Node4C,Node3C,Node5C,Node1C",,"Node2C,Node3C,Node7C,Node4C,Node6C,Node1C"
Client4,Br9aFUaJZ7AtoUhC1gumGYa7fyzFrhdqUZbFoZs2yjkP,1478190983608701,ATTRIB,1478190983.6090534,1478190986.2297075,2.6206541061401367,"Node3C,Node5C,Node7C,Node6C,Node2C,Node4C,Node1C",,"Node6C,Node3C,Node5C,Node7C,Node2C"
Client8,5XrXYheVC2mnkgCg8exYnQ3Tju1eLTfq9wv6LJxPoRGj,1478190984206191,ATTRIB,1478190984.206565,1478190986.8256419,2.61907696723938,"Node5C,Node4C,Node1C,Node3C,Node6C,Node2C,Node7C",,"Node4C,Node2C,Node7C,Node5C,Node3C,Node1C,Node6C"
Client3,8B5QxS2eyKdbFJZCpGZRDs46V5QZrbTaJLQCAq48mCAC,1478190984224364,ATTRIB,1478190984.2249799,1478190986.836451,2.611471176147461,"Node2C,Node5C,Node1C,Node4C,Node7C,Node3C,Node6C",,"Node2C,Node4C,Node5C,Node7C,Node1C,Node6C,Node3C"
Client6,Fyy1MPquqDrLc4LPdv2F3UHJEyFddkvdz67TLtHTqXL2,1478190984224502,ATTRIB,1478190984.225086,1478190986.8374655,2.612379550933838,"Node5C,Node6C,Node4C,Node7C,Node2C,Node3C,Node1C",,"Node6C,Node5C,Node7C,Node2C,Node4C,Node3C,Node1C"
Client7,CtK1fBYzZ6S6XMJhq7Uxf9Qj9AD9qUTUkReGxpZfKFW7,1478190984201308,ATTRIB,1478190984.201694,1478190986.8478897,2.646195650100708,"Node6C,Node1C,Node2C,Node4C,Node7C,Node5C,Node3C",,"Node2C,Node6C,Node4C,Node3C,Node5C,Node7C,Node1C"
