signerName,signerId,reqId,transactionType,sentAt,quorumAt,latency,ackNodes,nackNodes,replyNodes
Client10,7VGuVrjr4GA3WpTwSYpNpCfUA7TwDbKCKRuvvTGMpG7x,1478191758913682,ATTRIB,1478191758.914408,1478191761.8856237,2.9712157249450684,"Node6C,Node3C,Node5C,Node1C,Node4C,Node7C,Node2C",,"Node1C,Node6C,Node3C,Node7C,Node5C,Node2C"
Client2,C2YBq1zmm8frh1kTj4iqLmc8hD6A9XgAwYQTQd2Tyxig,1478191758795638,ATTRIB,1478191758.7963555,1478191762.1790123,3.3826568126678467,"Node2C,Node4C,Node5C,Node1C,Node3C,Node7C,Node6C",,"Node2C,Node3C,Node7C,Node5C,Node1C"
Client7,CtK1fBYzZ6S6XMJhq7Uxf9Qj9AD9qUTUkReGxpZfKFW7,1478191758803999,ATTRIB,1478191758.804606,1478191762.4416344,3.637028455734253,"Node7C,Node5C,Node6C,Node1C,Node2C,Node4C,Node3C",,"Node4C,Node2C,Node1C,Node7C,Node5C,Node3C,Node6C"
Client1,4SKVLyRVzCJyGidzGsWuTQzR2qzcXumcHcVFqqhRLdEt,1478191758972514,ATTRIB,1478191758.9731066,1478191762.4465427,3.473436117172241,"Node5C,Node7C,Node2C,Node4C,Node1C,Node6C,Node3C",,"Node2C,Node4C,Node5C,Node1C,Node6C,Node7C,Node3C"
Client5,2gaXnji1k7e3pHhCdVTtKv3TcHfxJiU1v3WaNqYVgC5u,1478191759299418,ATTRIB,1478191759.300404,1478191762.5157816,3.2153775691986084,"Node4C,Node6C,Node5C,Node2C,Node1C,Node7C,Node3C",,"Node2C,Node5C,Node3C,Node1C"
Client4,Br9aFUaJZ7AtoUhC1gumGYa7fyzFrhdqUZbFoZs2yjkP,1478191759279410,ATTRIB,1478191759.2800562,1478191762.5196574,3.2396011352539062,"Node4C,Node5C,Node6C,Node1C,Node2C,Node7C,Node3C",,"Node1C,Node2C,Node3C,Node5C"
Client3,8B5QxS2eyKdbFJZCpGZRDs46V5QZrbTaJLQCAq48mCAC,1478191758807566,ATTRIB,1478191758.8084154,1478191762.620079,3.8116636276245117,"Node6C,Node4C,Node1C,Node2C,Node5C,Node3C,Node7C",,"Node1C,Node2C,Node3C,Node5C"
Client10,7VGuVrjr4GA3WpTwSYpNpCfUA7TwDbKCKRuvvTGMpG7x,1478191761886933,ATTRIB,1478191761.887408,1478191764.6582284,2.770820379257202,"Node6C,Node3C,Node5C,Node1C,Node4C,Node7C,Node2C",,"Node1C,Node6C,Node4C,Node3C,Node7C,Node5C,Node2C"
Client2,C2YBq1zmm8frh1kTj4iqLmc8hD6A9XgAwYQTQd2Tyxig,1478191762180082,ATTRIB,1478191762.180634,1478191765.0752861,2.8946521282196045,"Node2C,Node4C,Node5C,Node1C,Node3C,Node7C,Node6C",,"Node2C,Node4C,Node5C,Node1C,Node3C,Node7C,Node6C"
Client1,4SKVLyRVzCJyGidzGsWuTQzR2qzcXumcHcVFqqhRLdEt,1478191762447557,ATTRIB,1478191762.4480684,1478191765.094144,2.64607572555542,"Node5C,Node7C,Node2C,Node4C,Node1C,Node6C,Node3C",,"Node2C,Node7C,Node3C,Node4C"
Client7,CtK1fBYzZ6S6XMJhq7Uxf9Qj9AD9qUTUkReGxpZfKFW7,1478191762442590,ATTRIB,1478191762.4432073,1478191765.1010182,2.657810926437378,"Node7C,Node5C,Node2C,Node1C,Node6C,Node4C,Node3C",,"Node4C,Node2C,Node3C,Node7C"
Client5,2gaXnji1k7e3pHhCdVTtKv3TcHfxJiU1v3WaNqYVgC5u,1478191762516463,ATTRIB,1478191762.516841,1478191765.3078706,2.791029691696167,"Node4C,Node6C,Node5C,Node2C,Node1C,Node7C,Node3C",,"Node2C,Node4C,Node7C,Node3C,Node6C"
Client4,Br9aFUaJZ7AtoUhC1gumGYa7fyzFrhdqUZbFoZs2yjkP,1478191762520706,ATTRIB,1478191762.5211062,1478191765.3231647,2.802058458328247,"Node4C,Node5C,Node6C,Node1C,Node2C,Node7C,Node3C",,"Node2C,Node4C,Node6C,Node7C,Node3C"
Client3,8B5QxS2eyKdbFJZCpGZRDs46V5QZrbTaJLQCAq48mCAC,1478191762623203,ATTRIB,1478191762.623908,1478191765.4118493,2.7879412174224854,"Node6C,Node4C,Node1C,Node2C,Node5C,Node3C,Node7C",,"Node6C,Node3C,Node7C,Node1C,Node2C,Node5C"
