signerName,signerId,reqId,transactionType,sentAt,quorumAt,latency,ackNodes,nackNodes,replyNodes
Client6,Fyy1MPquqDrLc4LPdv2F3UHJEyFddkvdz67TLtHTqXL2,1478190791764406,ATTRIB,1478190791.7650456,1478190794.7542493,2.989203691482544,"Node6C,Node3C,Node1C,Node5C,Node4C,Node7C,Node2C",,"Node4C,Node6C,Node7C,Node1C,Node2C,Node5C,Node3C"
Client4,Br9aFUaJZ7AtoUhC1gumGYa7fyzFrhdqUZbFoZs2yjkP,1478190791776700,ATTRIB,1478190791.7773528,1478190795.4310749,3.653722047805786,"Node4C,Node6C,Node5C,Node3C,Node7C,Node2C,Node1C",,"Node4C,Node6C,Node5C,Node7C,Node3C,Node2C,Node1C"
Client3,8B5QxS2eyKdbFJZCpGZRDs46V5QZrbTaJLQCAq48mCAC,1478190792043868,ATTRIB,1478190792.044656,1478190795.4577336,3.4130775928497314,"Node5C,Node2C,Node7C,Node3C,Node4C,Node6C,Node1C",,"Node5C,Node7C,Node3C,Node6C,Node4C,Node2C,Node1C"
Client8,5XrXYheVC2mnkgCg8exYnQ3Tju1eLTfq9wv6LJxPoRGj,1478190792117660,ATTRIB,1478190792.1186256,1478190795.6128478,3.4942221641540527,"Node7C,Node4C,Node5C,Node6C,Node1C,Node2C,Node3C",,"Node7C,Node6C,Node1C,Node4C,Node5C,Node2C,Node3C"
Client9,841g6bVy9cDfCBMX1VJiFLBLQNPnFpjvQ97Bx4HUErsT,1478190792337861,ATTRIB,1478190792.3387828,1478190795.8117766,3.472993850708008,"Node3C,Node5C,Node2C,Node7C,Node1C,Node6C,Node4C",,"Node2C,Node7C,Node6C,Node3C,Node1C,Node5C"
Client7,CtK1fBYzZ6S6XMJhq7Uxf9Qj9AD9qUTUkReGxpZfKFW7,1478190792045416,ATTRIB,1478190792.0467377,1478190795.8191822,3.772444486618042,"Node3C,Node2C,Node4C,Node7C,Node5C,Node6C,Node1C",,"Node3C,Node2C,Node7C,Node5C,Node6C,Node1C"
Client5,2gaXnji1k7e3pHhCdVTtKv3TcHfxJiU1v3WaNqYVgC5u,1478190792281778,ATTRIB,1478190792.2824216,1478190795.9582236,3.675801992416382,"Node5C,Node1C,Node2C,Node3C,Node6C,Node7C,Node4C",,"Node3C,Node5C,Node6C,Node7C,Node1C,Node2C"
Client2,C2YBq1zmm8frh1kTj4iqLmc8hD6A9XgAwYQTQd2Tyxig,1478190792876927,ATTRIB,1478190792.877941,1478190795.9621878,3.084246873855591,"Node5C,Node4C,Node6C,Node3C,Node7C,Node2C,Node1C",,"Node5C,Node3C,Node7C,Node2C,Node1C,Node6C"
Client6,Fyy1MPquqDrLc4LPdv2F3UHJEyFddkvdz67TLtHTqXL2,1478190794756909,ATTRIB,1478190794.75742,1478190797.4462905,2.688870429992676,"Node6C,Node3C,Node1C,Node5C,Node4C,Node7C,Node2C",,"Node4C,Node6C,Node7C,Node3C,Node2C,Node1C,Node5C"
Client4,Br9aFUaJZ7AtoUhC1gumGYa7fyzFrhdqUZbFoZs2yjkP,1478190795431923,ATTRIB,1478190795.4323153,1478190797.9944956,2.562180280685425,"Node4C,Node6C,Node5C,Node3C,Node7C,Node2C,Node1C",,"Node4C,Node6C,Node5C,Node7C,Node3C,Node2C,Node1C"
Client3,8B5QxS2eyKdbFJZCpGZRDs46V5QZrbTaJLQCAq48mCAC,1478190795459029,ATTRIB,1478190795.4596102,1478190797.9968944,2.5372841358184814,"Node5C,Node2C,Node7C,Node3C,Node6C,Node1C,Node4C",,"Node2C,Node7C,Node3C,Node6C,Node1C,Node5C,Node4C"
Client8,5XrXYheVC2mnkgCg8exYnQ3Tju1eLTfq9wv6LJxPoRGj,1478190795613888,ATTRIB,1478190795.6142538,1478190798.1334267,2.5191729068756104,"Node7C,Node4C,Node5C,Node6C,Node1C,Node2C,Node3C",,"Node7C,Node4C,Node5C"
Client9,841g6bVy9cDfCBMX1VJiFLBLQNPnFpjvQ97Bx4HUErsT,1478190795812516,ATTRIB,1478190795.8130224,1478190798.449384,2.636361598968506,"Node3C,Node5C,Node2C,Node7C,Node1C,Node6C,Node4C",,"Node2C,Node7C,Node6C,Node3C,Node1C,Node5C"
Client7,CtK1fBYzZ6S6XMJhq7Uxf9Qj9AD9qUTUkReGxpZfKFW7,1478190795820390,ATTRIB,1478190795.8208077,1478190798.476088,2.655280351638794,"Node3C,Node2C,Node7C,Node4C,Node5C,Node6C,Node1C",,"Node3C,Node2C,Node7C,Node5C,Node6C,Node1C"
Client5,2gaXnji1k7e3pHhCdVTtKv3TcHfxJiU1v3WaNqYVgC5u,1478190795959529,ATTRIB,1478190795.9601703,1478190798.7321258,2.7719554901123047,"Node5C,Node1C,Node2C,Node3C,Node6C,Node7C,Node4C",,"Node3C,Node5C,Node6C,Node7C,Node1C,Node4C,Node2C"
Client2,C2YBq1zmm8frh1kTj4iqLmc8hD6A9XgAwYQTQd2Tyxig,1478190795963041,ATTRIB,1478190795.9636686,1478190798.7339957,2.770327091217041,"Node5C,Node4C,Node6C,Node3C,Node7C,Node2C,Node1C",,"Node5C,Node4C,Node6C,Node3C,Node2C,Node1C,Node7C"
