signerId,reqId,transactionType,sentAt,quorumAt,latency,ackNodes,nackNodes,replyNodes
EK6VWvsoNSVwD3SaVGw68N5sA7aRbepTAwRcNMKQXdYc,1477899519293765,ATTRIB,1477899519.2944894,1477899520.308281,1.013791561126709,"Node1C,Node2C,Node3C,Node4C",,"Node2C,Node1C,Node4C,Node3C"
EneDQh93aEUvd4eJHBTL64kKJwF9M35CGe75M7kWnjqS,1477899519294920,ATTRIB,1477899519.295266,1477899520.3100927,1.014826774597168,"Node3C,Node4C,Node2C,Node1C",,"Node2C,Node1C,Node4C,Node3C"
3ToDb2KkZ4qyPmFkvL5fuk1eTHu1ZQpaVvBNgbJuTRmu,1477899519295610,ATTRIB,1477899519.2959108,1477899520.3118982,1.0159873962402344,"Node1C,Node2C,Node3C,Node4C",,"Node2C,Node1C,Node4C,Node3C"
69qJ4avFHjQ9GUyfAb8jBHbShVAyTk6rMCyKKYRCjkrs,1477899519296139,ATTRIB,1477899519.2963445,1477899520.3128202,1.0164756774902344,"Node1C,Node2C,Node3C,Node4C",,"Node2C,Node1C,Node4C,Node3C"
9pjAcMoeq4KqtQWGREZxygW9GD8LW1tT4X68XJagvu6G,1477899519296562,ATTRIB,1477899519.2967615,1477899520.3136559,1.0168943405151367,"Node1C,Node2C,Node3C,Node4C",,"Node2C,Node1C,Node4C,Node3C"
EK6VWvsoNSVwD3SaVGw68N5sA7aRbepTAwRcNMKQXdYc,1477899520314272,ATTRIB,1477899520.3146815,1477899521.3233075,1.0086259841918945,"Node1C,Node2C,Node3C,Node4C",,"Node3C,Node1C,Node2C,Node4C"
EneDQh93aEUvd4eJHBTL64kKJwF9M35CGe75M7kWnjqS,1477899520315055,ATTRIB,1477899520.315349,1477899521.3245327,1.009183645248413,"Node2C,Node1C,Node4C,Node3C",,"Node3C,Node1C,Node2C,Node4C"
3ToDb2KkZ4qyPmFkvL5fuk1eTHu1ZQpaVvBNgbJuTRmu,1477899520315650,ATTRIB,1477899520.3159168,1477899521.326138,1.010221242904663,"Node2C,Node1C,Node4C,Node3C",,"Node3C,Node1C,Node2C,Node4C"
69qJ4avFHjQ9GUyfAb8jBHbShVAyTk6rMCyKKYRCjkrs,1477899520316311,ATTRIB,1477899520.3165827,1477899521.3278973,1.0113146305084229,"Node1C,Node4C,Node2C,Node3C",,"Node3C,Node1C,Node2C,Node4C"
9pjAcMoeq4KqtQWGREZxygW9GD8LW1tT4X68XJagvu6G,1477899520316866,ATTRIB,1477899520.3171213,1477899521.3298128,1.0126914978027344,"Node1C,Node2C,Node3C,Node4C",,"Node3C,Node1C,Node2C,Node4C"
EK6VWvsoNSVwD3SaVGw68N5sA7aRbepTAwRcNMKQXdYc,1477899521331664,ATTRIB,1477899521.3321815,1477899522.3464653,1.0142838954925537,"Node2C,Node1C,Node4C,Node3C",,"Node1C,Node2C"
EneDQh93aEUvd4eJHBTL64kKJwF9M35CGe75M7kWnjqS,1477899521332707,ATTRIB,1477899521.333141,1477899522.5976784,1.2645373344421387,"Node1C,Node2C,Node3C,Node4C",,"Node1C,Node2C,Node3C,Node4C"
3ToDb2KkZ4qyPmFkvL5fuk1eTHu1ZQpaVvBNgbJuTRmu,1477899521333693,ATTRIB,1477899521.3341389,1477899522.5984457,1.2643067836761475,"Node2C,Node1C,Node4C,Node3C",,"Node1C,Node2C,Node3C,Node4C"
69qJ4avFHjQ9GUyfAb8jBHbShVAyTk6rMCyKKYRCjkrs,1477899521334461,ATTRIB,1477899521.334727,1477899522.5990186,1.264291524887085,"Node2C,Node1C,Node4C,Node3C",,"Node1C,Node2C,Node3C,Node4C"
9pjAcMoeq4KqtQWGREZxygW9GD8LW1tT4X68XJagvu6G,1477899521335035,ATTRIB,1477899521.3353128,1477899522.5995245,1.264211654663086,"Node2C,Node1C,Node4C,Node3C",,"Node1C,Node2C,Node3C,Node4C"
EK6VWvsoNSVwD3SaVGw68N5sA7aRbepTAwRcNMKQXdYc,1477899522600017,ATTRIB,1477899522.6003113,1477899523.3721337,0.771822452545166,"Node1C,Node2C,Node4C,Node3C",,"Node1C,Node2C,Node3C,Node4C"
EneDQh93aEUvd4eJHBTL64kKJwF9M35CGe75M7kWnjqS,1477899522600578,ATTRIB,1477899522.6007824,1477899523.6248496,1.0240671634674072,"Node2C,Node1C,Node4C,Node3C",,"Node2C,Node1C,Node4C,Node3C"
3ToDb2KkZ4qyPmFkvL5fuk1eTHu1ZQpaVvBNgbJuTRmu,1477899522601008,ATTRIB,1477899522.6012185,1477899523.6260808,1.024862289428711,"Node2C,Node1C,Node4C,Node3C",,"Node2C,Node1C,Node4C,Node3C"
69qJ4avFHjQ9GUyfAb8jBHbShVAyTk6rMCyKKYRCjkrs,1477899522601437,ATTRIB,1477899522.6016357,1477899523.6269898,1.0253541469573975,"Node1C,Node4C,Node2C,Node3C",,"Node2C,Node1C,Node4C,Node3C"
9pjAcMoeq4KqtQWGREZxygW9GD8LW1tT4X68XJagvu6G,1477899522601857,ATTRIB,1477899522.6021125,1477899523.627696,1.0255835056304932,"Node1C,Node4C,Node2C,Node3C",,"Node2C,Node1C,Node4C,Node3C"
EK6VWvsoNSVwD3SaVGw68N5sA7aRbepTAwRcNMKQXdYc,1477899523628532,ATTRIB,1477899523.62895,1477899524.4031816,0.7742314338684082,"Node3C,Node4C,Node2C,Node1C",,"Node3C,Node1C,Node2C,Node4C"
EneDQh93aEUvd4eJHBTL64kKJwF9M35CGe75M7kWnjqS,1477899523629336,ATTRIB,1477899523.6296508,1477899524.6565647,1.0269138813018799,"Node1C,Node2C,Node3C,Node4C",,"Node3C,Node1C,Node4C,Node2C"
3ToDb2KkZ4qyPmFkvL5fuk1eTHu1ZQpaVvBNgbJuTRmu,1477899523630023,ATTRIB,1477899523.630326,1477899524.6581275,1.027801513671875,"Node1C,Node2C,Node3C,Node4C",,"Node3C,Node1C,Node2C,Node4C"
69qJ4avFHjQ9GUyfAb8jBHbShVAyTk6rMCyKKYRCjkrs,1477899523630676,ATTRIB,1477899523.6309822,1477899524.6596415,1.0286593437194824,"Node1C,Node2C,Node3C,Node4C",,"Node3C,Node1C,Node2C,Node4C"
9pjAcMoeq4KqtQWGREZxygW9GD8LW1tT4X68XJagvu6G,1477899523631329,ATTRIB,1477899523.6316793,1477899524.6610842,1.029404878616333,"Node1C,Node2C,Node3C,Node4C",,"Node3C,Node1C,Node2C,Node4C"
EK6VWvsoNSVwD3SaVGw68N5sA7aRbepTAwRcNMKQXdYc,1477899524663720,ATTRIB,1477899524.6812446,1477899525.6966677,1.015423059463501,"Node1C,Node2C,Node4C,Node3C",,"Node2C,Node1C,Node4C,Node3C"
EneDQh93aEUvd4eJHBTL64kKJwF9M35CGe75M7kWnjqS,1477899524681683,ATTRIB,1477899524.681983,1477899525.697702,1.015718936920166,"Node1C,Node2C,Node4C,Node3C",,"Node2C,Node1C,Node4C,Node3C"
3ToDb2KkZ4qyPmFkvL5fuk1eTHu1ZQpaVvBNgbJuTRmu,1477899524682335,ATTRIB,1477899524.6825879,1477899525.6988585,1.016270637512207,"Node1C,Node2C,Node3C,Node4C",,"Node2C,Node1C,Node4C,Node3C"
69qJ4avFHjQ9GUyfAb8jBHbShVAyTk6rMCyKKYRCjkrs,1477899524682865,ATTRIB,1477899524.6831262,1477899525.7000124,1.0168862342834473,"Node1C,Node2C,Node3C,Node4C",,"Node3C,Node1C,Node4C,Node2C"
9pjAcMoeq4KqtQWGREZxygW9GD8LW1tT4X68XJagvu6G,1477899524683457,ATTRIB,1477899524.6836984,1477899525.7011406,1.017442226409912,"Node1C,Node2C,Node3C,Node4C",,"Node3C,Node1C,Node4C,Node2C"
EK6VWvsoNSVwD3SaVGw68N5sA7aRbepTAwRcNMKQXdYc,1477899525706203,ATTRIB,1477899525.7068975,1477899526.4685526,0.7616550922393799,"Node1C,Node2C,Node3C,Node4C",,"Node2C,Node4C"
EneDQh93aEUvd4eJHBTL64kKJwF9M35CGe75M7kWnjqS,1477899525707829,ATTRIB,1477899525.7084138,1477899526.46941,0.7609961032867432,"Node1C,Node2C,Node3C,Node4C",,"Node2C,Node4C"
3ToDb2KkZ4qyPmFkvL5fuk1eTHu1ZQpaVvBNgbJuTRmu,1477899525709092,ATTRIB,1477899525.7096505,1477899526.721817,1.0121665000915527,"Node1C,Node2C,Node4C,Node3C",,"Node1C,Node2C,Node3C,Node4C"
69qJ4avFHjQ9GUyfAb8jBHbShVAyTk6rMCyKKYRCjkrs,1477899525710368,ATTRIB,1477899525.7108867,1477899526.7227871,1.0119004249572754,"Node1C,Node2C,Node4C,Node3C",,"Node1C,Node2C,Node3C,Node4C"
9pjAcMoeq4KqtQWGREZxygW9GD8LW1tT4X68XJagvu6G,1477899525711401,ATTRIB,1477899525.7116842,1477899526.7240798,1.0123956203460693,"Node1C,Node2C,Node4C,Node3C",,"Node1C,Node2C,Node3C,Node4C"
EK6VWvsoNSVwD3SaVGw68N5sA7aRbepTAwRcNMKQXdYc,1477899526725197,ATTRIB,1477899526.7260177,1477899527.740594,1.0145761966705322,"Node1C,Node2C,Node3C,Node4C",,"Node3C,Node1C,Node2C,Node4C"
EneDQh93aEUvd4eJHBTL64kKJwF9M35CGe75M7kWnjqS,1477899526726886,ATTRIB,1477899526.7275949,1477899527.7418265,1.0142316818237305,"Node2C,Node1C,Node4C,Node3C",,"Node3C,Node1C,Node2C,Node4C"
3ToDb2KkZ4qyPmFkvL5fuk1eTHu1ZQpaVvBNgbJuTRmu,1477899526728138,ATTRIB,1477899526.7288406,1477899527.7428925,1.014051914215088,"Node2C,Node1C,Node4C,Node3C",,"Node2C,Node1C,Node4C,Node3C"
