signerId,reqId,transactionType,sentAt,quorumAt,latency,ackNodes,nackNodes,replyNodes
EK6VWvsoNSVwD3SaVGw68N5sA7aRbepTAwRcNMKQXdYc,1477900719117049,ATTRIB,1477900719.1175296,1477900720.1269166,1.0093870162963867,"Node4C,Node2C,Node1C,Node3C",,"Node4C,Node1C,Node2C,Node3C"
EneDQh93aEUvd4eJHBTL64kKJwF9M35CGe75M7kWnjqS,1477900719117811,ATTRIB,1477900719.1180222,1477900720.1279244,1.0099022388458252,"Node4C,Node1C,Node3C,Node2C",,"Node1C,Node4C,Node2C,Node3C"
3ToDb2KkZ4qyPmFkvL5fuk1eTHu1ZQpaVvBNgbJuTRmu,1477900719118259,ATTRIB,1477900719.1184595,1477900720.1286833,1.0102238655090332,"Node4C,Node1C,Node3C,Node2C",,"Node1C,Node4C,Node2C,Node3C"
69qJ4avFHjQ9GUyfAb8jBHbShVAyTk6rMCyKKYRCjkrs,1477900719118677,ATTRIB,1477900719.1188703,1477900720.1298141,1.01094388961792,"Node4C,Node2C,Node1C,Node3C",,"Node1C,Node4C,Node2C,Node3C"
9pjAcMoeq4KqtQWGREZxygW9GD8LW1tT4X68XJagvu6G,1477900719119085,ATTRIB,1477900719.119384,1477900720.130977,1.0115928649902344,"Node4C,Node2C,Node1C,Node3C",,"Node1C,Node4C,Node2C,Node3C"
EK6VWvsoNSVwD3SaVGw68N5sA7aRbepTAwRcNMKQXdYc,1477900720132186,ATTRIB,1477900720.1328373,1477900720.907861,0.7750236988067627,"Node4C,Node1C,Node3C,Node2C",,"Node4C,Node1C,Node2C,Node3C"
EneDQh93aEUvd4eJHBTL64kKJwF9M35CGe75M7kWnjqS,1477900720133335,ATTRIB,1477900720.1337004,1477900720.908434,0.7747335433959961,"Node2C,Node4C,Node1C,Node3C",,"Node4C,Node1C,Node2C,Node3C"
3ToDb2KkZ4qyPmFkvL5fuk1eTHu1ZQpaVvBNgbJuTRmu,1477900720134125,ATTRIB,1477900720.1344855,1477900721.1600432,1.0255577564239502,"Node4C,Node1C,Node3C,Node2C",,"Node1C,Node4C,Node2C,Node3C"
69qJ4avFHjQ9GUyfAb8jBHbShVAyTk6rMCyKKYRCjkrs,1477900720134873,ATTRIB,1477900720.1352339,1477900721.160779,1.0255451202392578,"Node4C,Node1C,Node3C,Node2C",,"Node1C,Node4C,Node2C,Node3C"
9pjAcMoeq4KqtQWGREZxygW9GD8LW1tT4X68XJagvu6G,1477900720135631,ATTRIB,1477900720.1361353,1477900721.16128,1.0251445770263672,"Node4C,Node1C,Node3C,Node2C",,"Node1C,Node4C,Node2C,Node3C"
EK6VWvsoNSVwD3SaVGw68N5sA7aRbepTAwRcNMKQXdYc,1477900721161850,ATTRIB,1477900721.1622791,1477900722.1767995,1.0145204067230225,"Node4C,Node1C,Node3C,Node2C",,"Node4C,Node1C,Node2C,Node3C"
EneDQh93aEUvd4eJHBTL64kKJwF9M35CGe75M7kWnjqS,1477900721162801,ATTRIB,1477900721.163143,1477900722.1779857,1.0148427486419678,"Node4C,Node2C,Node3C,Node1C",,"Node4C,Node1C,Node2C,Node3C"
3ToDb2KkZ4qyPmFkvL5fuk1eTHu1ZQpaVvBNgbJuTRmu,1477900721163620,ATTRIB,1477900721.1639783,1477900722.1789324,1.0149540901184082,"Node4C,Node2C,Node1C,Node3C",,"Node1C,Node4C,Node2C,Node3C"
69qJ4avFHjQ9GUyfAb8jBHbShVAyTk6rMCyKKYRCjkrs,1477900721164393,ATTRIB,1477900721.1647172,1477900722.1802306,1.0155134201049805,"Node4C,Node2C,Node1C,Node3C",,"Node1C,Node4C,Node2C,Node3C"
9pjAcMoeq4KqtQWGREZxygW9GD8LW1tT4X68XJagvu6G,1477900721165112,ATTRIB,1477900721.1654449,1477900722.1814923,1.016047477722168,"Node4C,Node2C,Node1C,Node3C",,"Node1C,Node4C,Node2C,Node3C"
EK6VWvsoNSVwD3SaVGw68N5sA7aRbepTAwRcNMKQXdYc,1477900722182714,ATTRIB,1477900722.1833327,1477900723.196714,1.0133812427520752,"Node2C,Node4C,Node3C,Node1C",,"Node4C,Node2C,Node3C,Node1C"
EneDQh93aEUvd4eJHBTL64kKJwF9M35CGe75M7kWnjqS,1477900722183728,ATTRIB,1477900722.1840205,1477900723.1982393,1.014218807220459,"Node4C,Node1C,Node3C,Node2C",,"Node4C,Node2C,Node3C,Node1C"
3ToDb2KkZ4qyPmFkvL5fuk1eTHu1ZQpaVvBNgbJuTRmu,1477900722184338,ATTRIB,1477900722.1846051,1477900723.1996953,1.0150902271270752,"Node4C,Node1C,Node3C,Node2C",,"Node4C,Node2C,Node3C,Node1C"
69qJ4avFHjQ9GUyfAb8jBHbShVAyTk6rMCyKKYRCjkrs,1477900722185058,ATTRIB,1477900722.185424,1477900723.2036908,1.0182666778564453,"Node4C,Node1C,Node3C,Node2C",,"Node4C,Node2C,Node3C,Node1C"
