signerName,signerId,reqId,transactionType,sentAt,quorumAt,latency,ackNodes,nackNodes,replyNodes
Client4,Br9aFUaJZ7AtoUhC1gumGYa7fyzFrhdqUZbFoZs2yjkP,1478190838083656,ATTRIB,1478190838.0843475,1478190840.8114173,2.727069854736328,"Node7C,Node2C,Node5C,Node1C,Node6C,Node3C,Node4C",,"Node7C,Node1C,Node6C,Node2C,Node3C,Node5C,Node4C"
Client5,2gaXnji1k7e3pHhCdVTtKv3TcHfxJiU1v3WaNqYVgC5u,1478190838224177,ATTRIB,1478190838.2248883,1478190841.2278814,3.002993106842041,"Node6C,Node5C,Node1C,Node2C,Node3C,Node7C,Node4C",,"Node3C,Node7C,Node6C,Node5C,Node1C,Node2C"
Client1,4SKVLyRVzCJyGidzGsWuTQzR2qzcXumcHcVFqqhRLdEt,1478190838002640,ATTRIB,1478190838.0034487,1478190841.70275,3.699301242828369,"Node5C,Node7C,Node6C,Node2C,Node1C,Node4C,Node3C",,"Node1C,Node5C,Node4C,Node3C,Node6C,Node7C"
Client2,C2YBq1zmm8frh1kTj4iqLmc8hD6A9XgAwYQTQd2Tyxig,1478190838277399,ATTRIB,1478190838.2782404,1478190841.7369983,3.4587578773498535,"Node1C,Node6C,Node3C,Node5C,Node7C,Node2C,Node4C",,"Node6C,Node5C,Node3C,Node7C,Node1C,Node2C,Node4C"
Client9,841g6bVy9cDfCBMX1VJiFLBLQNPnFpjvQ97Bx4HUErsT,1478190838220672,ATTRIB,1478190838.2213497,1478190842.04423,3.822880268096924,"Node5C,Node2C,Node1C,Node3C,Node7C,Node4C,Node6C",,"Node5C,Node6C,Node2C,Node3C,Node7C"
Client10,7VGuVrjr4GA3WpTwSYpNpCfUA7TwDbKCKRuvvTGMpG7x,1478190838636584,ATTRIB,1478190838.6374683,1478190842.2616272,3.6241588592529297,"Node1C,Node4C,Node2C,Node6C,Node5C,Node7C,Node3C",,"Node6C,Node5C,Node1C,Node7C,Node2C,Node3C"
Client6,Fyy1MPquqDrLc4LPdv2F3UHJEyFddkvdz67TLtHTqXL2,1478190838810973,ATTRIB,1478190838.8118322,1478190842.2719226,3.460090398788452,"Node3C,Node1C,Node5C,Node2C,Node7C,Node6C,Node4C",,"Node5C,Node2C,Node7C,Node6C,Node3C,Node1C"
Client4,Br9aFUaJZ7AtoUhC1gumGYa7fyzFrhdqUZbFoZs2yjkP,1478190840812621,ATTRIB,1478190840.8130245,1478190843.9531612,3.14013671875,"Node7C,Node2C,Node5C,Node1C,Node6C,Node3C,Node4C",,"Node7C,Node1C,Node6C,Node2C,Node3C,Node5C,Node4C"
Client5,2gaXnji1k7e3pHhCdVTtKv3TcHfxJiU1v3WaNqYVgC5u,1478190841228903,ATTRIB,1478190841.2294216,1478190844.28117,3.051748275756836,"Node6C,Node5C,Node1C,Node2C,Node3C,Node7C,Node4C",,"Node3C,Node7C,Node4C,Node6C,Node5C,Node1C,Node2C"
Client2,C2YBq1zmm8frh1kTj4iqLmc8hD6A9XgAwYQTQd2Tyxig,1478190841737825,ATTRIB,1478190841.7382221,1478190844.3143504,2.5761282444000244,"Node1C,Node6C,Node3C,Node5C,Node7C,Node2C,Node4C",,"Node7C,Node3C,Node6C,Node2C"
Client1,4SKVLyRVzCJyGidzGsWuTQzR2qzcXumcHcVFqqhRLdEt,1478190841703670,ATTRIB,1478190841.706224,1478190844.341927,2.6357030868530273,"Node3C,Node7C,Node5C,Node6C,Node2C,Node1C,Node4C",,"Node4C,Node2C,Node7C,Node6C,Node3C"
Client9,841g6bVy9cDfCBMX1VJiFLBLQNPnFpjvQ97Bx4HUErsT,1478190842045365,ATTRIB,1478190842.0458314,1478190844.6883366,2.642505168914795,"Node5C,Node2C,Node1C,Node3C,Node7C,Node4C,Node6C",,"Node5C,Node2C,Node1C,Node4C,Node6C,Node3C,Node7C"
Client10,7VGuVrjr4GA3WpTwSYpNpCfUA7TwDbKCKRuvvTGMpG7x,1478190842262772,ATTRIB,1478190842.263309,1478190844.933749,2.6704399585723877,"Node1C,Node4C,Node2C,Node6C,Node5C,Node7C,Node3C",,"Node6C,Node5C,Node1C,Node4C,Node7C,Node2C,Node3C"
Client6,Fyy1MPquqDrLc4LPdv2F3UHJEyFddkvdz67TLtHTqXL2,1478190842272473,ATTRIB,1478190842.2727592,1478190845.211449,2.938689708709717,"Node1C,Node3C,Node5C,Node2C,Node7C,Node6C,Node4C",,"Node5C,Node2C,Node7C,Node6C,Node3C,Node4C,Node1C"
